id_student,gender,region,highest_education,disability,age_band
95755,M,South East Region,Lower Than A Level,N,0-34
95906,F,East Midlands Region,A Level or Equivalent,N,0-34
96117,F,London Region,A Level or Equivalent,N,35-54
96291,F,South Region,Lower Than A Level,N,0-34
96423,F,South East Region,Lower Than A Level,N,0-34
96475,M,South East Region,Lower Than A Level,N,0-34
96538,M,North Region,Lower Than A Level,N,0-34
96592,F,London Region,HE Qualification,N,0-34
96729,M,London Region,A Level or Equivalent,N,0-34
96864,M,West Midlands Region,HE Qualification,N,0-34
96873,M,North Western Region,A Level or Equivalent,N,0-34
96874,F,South East Region,Lower Than A Level,N,0-34
96945,M,West Midlands Region,A Level or Equivalent,N,0-34
97006,F,East Anglian Region,A Level or Equivalent,N,35-54
97154,F,North Region,A Level or Equivalent,N,0-34
97486,M,North Western Region,HE Qualification,N,35-54
97567,F,Wales,HE Qualification,N,35-54
97865,F,Yorkshire Region,Lower Than A Level,N,0-34
97939,M,Scotland,A Level or Equivalent,Y,0-34
98094,M,Wales,Lower Than A Level,N,35-54
98256,M,West Midlands Region,Lower Than A Level,N,0-34
98268,F,Scotland,HE Qualification,N,35-54
98313,F,Scotland,HE Qualification,N,35-54
98452,M,South West Region,A Level or Equivalent,Y,0-34
98720,F,London Region,Lower Than A Level,Y,35-54
98842,F,South Region,Lower Than A Level,N,0-34
99075,M,South Region,A Level or Equivalent,N,0-34
99088,F,Yorkshire Region,Lower Than A Level,N,0-34
99151,M,London Region,Lower Than A Level,N,0-34
99609,F,South East Region,Lower Than A Level,N,0-34
99670,F,North Western Region,Lower Than A Level,N,0-34
99799,F,East Midlands Region,A Level or Equivalent,N,0-34
99993,F,East Anglian Region,A Level or Equivalent,N,0-34
100064,F,West Midlands Region,A Level or Equivalent,N,35-54
100282,F,Wales,Lower Than A Level,N,0-34
100561,M,East Anglian Region,Lower Than A Level,N,0-34
100621,M,West Midlands Region,A Level or Equivalent,N,35-54
100758,F,London Region,A Level or Equivalent,N,0-34
100788,M,Scotland,HE Qualification,N,0-34
100893,M,Yorkshire Region,A Level or Equivalent,N,0-34
101116,F,East Anglian Region,Lower Than A Level,N,35-54
101187,F,London Region,HE Qualification,N,35-54
101217,M,London Region,A Level or Equivalent,Y,35-54
101279,F,Yorkshire Region,A Level or Equivalent,N,35-54
101306,M,London Region,A Level or Equivalent,N,35-54
101414,M,Yorkshire Region,Lower Than A Level,N,35-54
101420,M,Yorkshire Region,Lower Than A Level,N,0-34
101634,M,Yorkshire Region,No Formal quals,N,0-34
101700,M,London Region,A Level or Equivalent,Y,0-34
101781,M,South Region,Lower Than A Level,N,35-54
102028,M,South Region,A Level or Equivalent,N,35-54
102067,F,North Western Region,A Level or Equivalent,N,0-34
102209,F,Scotland,A Level or Equivalent,N,35-54
102221,F,Scotland,HE Qualification,N,35-54
102343,M,East Anglian Region,A Level or Equivalent,N,0-34
102806,M,North Western Region,A Level or Equivalent,N,0-34
102849,F,East Anglian Region,A Level or Equivalent,N,35-54
102850,F,South West Region,A Level or Equivalent,N,35-54
102854,M,South East Region,Lower Than A Level,N,0-34
102952,M,London Region,HE Qualification,N,0-34
103496,F,Ireland,Lower Than A Level,N,35-54
103535,F,South West Region,A Level or Equivalent,N,0-34
103594,M,Wales,Lower Than A Level,N,0-34
103800,M,Wales,A Level or Equivalent,N,0-34
103891,M,South Region,HE Qualification,N,0-34
103904,M,South Region,HE Qualification,N,0-34
103998,F,South Region,Lower Than A Level,N,0-34
104054,F,South East Region,Lower Than A Level,N,35-54
104213,M,South West Region,A Level or Equivalent,N,0-34
104215,M,Scotland,A Level or Equivalent,N,0-34
104238,F,East Midlands Region,Lower Than A Level,N,0-34
104316,M,London Region,A Level or Equivalent,N,0-34
104476,M,Ireland,Post Graduate Qualification,N,35-54
104480,M,North Region,No Formal quals,N,0-34
104643,F,South West Region,A Level or Equivalent,N,0-34
104772,M,South West Region,A Level or Equivalent,N,35-54
105125,M,Yorkshire Region,Lower Than A Level,N,0-34
105168,M,Scotland,HE Qualification,N,0-34
105413,M,South West Region,HE Qualification,N,35-54
105523,M,Scotland,HE Qualification,N,35-54
105527,F,Scotland,HE Qualification,N,35-54
105629,M,South East Region,A Level or Equivalent,N,35-54
105851,F,West Midlands Region,A Level or Equivalent,Y,0-34
105883,F,North Western Region,A Level or Equivalent,N,35-54
105939,M,North Region,A Level or Equivalent,N,0-34
106095,F,North Western Region,A Level or Equivalent,N,0-34
106247,M,South Region,HE Qualification,N,35-54
106383,F,Scotland,HE Qualification,N,35-54
106553,F,Yorkshire Region,Lower Than A Level,N,0-34
106577,M,East Midlands Region,Lower Than A Level,N,0-34
106588,F,Scotland,A Level or Equivalent,N,35-54
106690,M,South Region,A Level or Equivalent,Y,35-54
106747,M,North Western Region,Lower Than A Level,Y,0-34
106793,M,East Anglian Region,A Level or Equivalent,N,35-54
107028,M,East Midlands Region,Lower Than A Level,N,0-34
107084,M,London Region,HE Qualification,N,35-54
107162,F,South Region,A Level or Equivalent,N,35-54
107339,F,Scotland,HE Qualification,N,0-34
107455,M,Ireland,HE Qualification,N,0-34
107489,F,London Region,HE Qualification,N,0-34
107713,F,East Anglian Region,Lower Than A Level,N,0-34
107883,F,North Western Region,HE Qualification,N,35-54
107955,M,London Region,HE Qualification,N,0-34
108118,F,South Region,A Level or Equivalent,N,35-54
108207,M,South Region,No Formal quals,N,0-34
108275,F,East Anglian Region,A Level or Equivalent,Y,35-54
108281,M,Scotland,HE Qualification,N,35-54
108330,M,West Midlands Region,A Level or Equivalent,N,35-54
108377,F,South Region,Lower Than A Level,Y,35-54
108497,M,South West Region,Lower Than A Level,N,0-34
108565,M,South West Region,A Level or Equivalent,N,0-34
108589,F,Ireland,A Level or Equivalent,N,0-34
108760,F,London Region,Lower Than A Level,N,35-54
108789,M,London Region,A Level or Equivalent,Y,0-34
108799,F,Scotland,Post Graduate Qualification,N,35-54
108822,M,South Region,Lower Than A Level,N,35-54
108834,M,West Midlands Region,A Level or Equivalent,N,0-34
108859,M,South West Region,A Level or Equivalent,Y,0-34
108872,M,London Region,HE Qualification,N,55<=
108947,M,Scotland,Lower Than A Level,N,0-34
108949,M,North Western Region,Lower Than A Level,N,0-34
109155,F,South Region,HE Qualification,N,0-34
109372,F,South West Region,Lower Than A Level,N,0-34
109441,F,South East Region,A Level or Equivalent,N,0-34
109577,M,North Western Region,A Level or Equivalent,N,0-34
109772,F,South Region,A Level or Equivalent,N,0-34
109782,F,Scotland,A Level or Equivalent,N,0-34
109907,F,London Region,Lower Than A Level,N,35-54
109938,F,Wales,HE Qualification,N,0-34
110085,M,Ireland,Lower Than A Level,N,0-34
110116,M,East Midlands Region,HE Qualification,N,0-34
110175,M,East Anglian Region,HE Qualification,N,35-54
110200,F,London Region,Lower Than A Level,N,0-34
110461,M,Scotland,HE Qualification,N,0-34
110524,M,Ireland,Lower Than A Level,N,35-54
110529,M,Scotland,Lower Than A Level,N,35-54
110640,F,East Anglian Region,HE Qualification,N,35-54
110789,F,East Midlands Region,Lower Than A Level,N,0-34
110820,M,East Anglian Region,A Level or Equivalent,Y,0-34
110881,F,East Anglian Region,A Level or Equivalent,N,0-34
110911,F,Scotland,Lower Than A Level,N,0-34
111113,M,North Region,Lower Than A Level,N,0-34
111360,M,West Midlands Region,HE Qualification,N,0-34
111383,M,London Region,Lower Than A Level,N,35-54
111415,M,South Region,A Level or Equivalent,N,35-54
111512,M,Wales,A Level or Equivalent,N,0-34
111548,F,South West Region,A Level or Equivalent,N,0-34
111678,M,South West Region,Lower Than A Level,N,35-54
111717,F,East Anglian Region,HE Qualification,N,35-54
111775,M,Ireland,HE Qualification,N,35-54
111926,M,East Anglian Region,Lower Than A Level,N,0-34
111942,F,South West Region,A Level or Equivalent,N,35-54
111959,M,South Region,Lower Than A Level,N,0-34
112010,M,Scotland,HE Qualification,Y,0-34
112245,M,South Region,HE Qualification,N,35-54
112441,F,West Midlands Region,A Level or Equivalent,N,0-34
112454,M,South East Region,HE Qualification,N,0-34
113295,M,Yorkshire Region,Lower Than A Level,N,35-54
113487,M,East Anglian Region,Lower Than A Level,N,35-54
113565,M,Wales,A Level or Equivalent,N,0-34
113698,M,South West Region,Lower Than A Level,N,0-34
113702,M,Ireland,A Level or Equivalent,N,0-34
113824,M,East Anglian Region,Lower Than A Level,Y,0-34
114017,F,North Region,Post Graduate Qualification,N,35-54
114367,F,South West Region,A Level or Equivalent,N,35-54
114402,F,South East Region,Lower Than A Level,Y,0-34
114500,M,London Region,Lower Than A Level,Y,35-54
114558,M,North Region,Lower Than A Level,N,0-34
114999,M,Yorkshire Region,HE Qualification,N,35-54
115373,M,South Region,Lower Than A Level,N,0-34
115452,F,East Anglian Region,Lower Than A Level,N,0-34
115875,F,London Region,A Level or Equivalent,N,0-34
116174,M,London Region,A Level or Equivalent,N,35-54
116290,M,South Region,A Level or Equivalent,N,0-34
116319,F,East Anglian Region,Lower Than A Level,N,0-34
116499,M,Scotland,Lower Than A Level,N,35-54
116518,M,London Region,HE Qualification,N,0-34
116529,M,West Midlands Region,Lower Than A Level,N,0-34
116541,M,Wales,HE Qualification,N,0-34
116603,F,Scotland,HE Qualification,N,35-54
116606,M,East Midlands Region,A Level or Equivalent,N,35-54
116621,M,North Region,A Level or Equivalent,N,0-34
116631,M,West Midlands Region,Lower Than A Level,N,0-34
116692,M,East Anglian Region,A Level or Equivalent,N,35-54
116763,F,Yorkshire Region,Lower Than A Level,N,0-34
116808,M,Scotland,HE Qualification,N,55<=
117071,M,London Region,A Level or Equivalent,N,35-54
117197,F,South Region,A Level or Equivalent,N,0-34
117232,M,Ireland,A Level or Equivalent,N,0-34
117281,M,South Region,A Level or Equivalent,N,0-34
117435,M,South West Region,Lower Than A Level,Y,0-34
117510,M,East Anglian Region,A Level or Equivalent,N,0-34
117544,F,South West Region,Lower Than A Level,N,35-54
117545,F,Wales,Lower Than A Level,N,0-34
117550,M,South East Region,Lower Than A Level,N,0-34
117699,F,South Region,A Level or Equivalent,N,0-34
117818,F,London Region,A Level or Equivalent,N,35-54
117862,M,West Midlands Region,A Level or Equivalent,N,0-34
117939,F,South East Region,Lower Than A Level,N,35-54
117969,F,Yorkshire Region,Lower Than A Level,N,0-34
118050,M,East Anglian Region,Lower Than A Level,N,0-34
118098,M,East Midlands Region,HE Qualification,N,0-34
118176,M,North Region,Lower Than A Level,N,0-34
118213,F,London Region,HE Qualification,N,35-54
118474,M,East Anglian Region,A Level or Equivalent,N,0-34
118479,M,Ireland,A Level or Equivalent,N,0-34
118532,M,South East Region,Lower Than A Level,N,0-34
118578,F,Scotland,A Level or Equivalent,Y,0-34
118668,M,East Anglian Region,HE Qualification,N,35-54
118877,F,Wales,Lower Than A Level,N,0-34
118887,F,Yorkshire Region,Lower Than A Level,N,0-34
118983,M,East Midlands Region,HE Qualification,N,0-34
119310,M,North Western Region,Lower Than A Level,N,0-34
119353,M,North Region,A Level or Equivalent,N,35-54
119437,F,West Midlands Region,Lower Than A Level,N,0-34
119444,F,East Midlands Region,Lower Than A Level,N,0-34
119471,F,East Midlands Region,Lower Than A Level,N,35-54
119729,M,East Anglian Region,HE Qualification,N,35-54
119865,M,South West Region,A Level or Equivalent,N,0-34
119898,F,West Midlands Region,Lower Than A Level,N,0-34
119902,F,South West Region,A Level or Equivalent,N,35-54
120236,M,East Midlands Region,A Level or Equivalent,N,0-34
120611,M,South Region,A Level or Equivalent,N,35-54
120994,F,London Region,Lower Than A Level,Y,35-54
120999,M,East Anglian Region,Lower Than A Level,N,0-34
121000,F,Wales,Lower Than A Level,Y,0-34
121056,F,West Midlands Region,Lower Than A Level,N,0-34
121163,M,London Region,Lower Than A Level,N,0-34
121182,M,North Western Region,A Level or Equivalent,N,0-34
121349,F,South West Region,A Level or Equivalent,N,35-54
121390,M,North Western Region,Lower Than A Level,N,35-54
121574,F,East Anglian Region,A Level or Equivalent,N,0-34
122337,F,London Region,Lower Than A Level,N,35-54
122392,M,London Region,A Level or Equivalent,N,35-54
122459,F,East Anglian Region,Lower Than A Level,N,0-34
122524,F,Wales,Lower Than A Level,N,0-34
122636,F,South East Region,Lower Than A Level,N,0-34
122739,M,Yorkshire Region,A Level or Equivalent,N,0-34
122846,F,Yorkshire Region,Lower Than A Level,N,0-34
122928,F,East Anglian Region,Lower Than A Level,N,35-54
123044,M,South Region,A Level or Equivalent,N,35-54
123053,M,East Anglian Region,Lower Than A Level,N,0-34
123087,F,West Midlands Region,A Level or Equivalent,N,0-34
123183,M,Wales,HE Qualification,N,35-54
123270,F,North Western Region,Lower Than A Level,N,35-54
123379,F,East Midlands Region,A Level or Equivalent,N,0-34
123462,M,Scotland,HE Qualification,N,0-34
123497,M,East Anglian Region,A Level or Equivalent,N,0-34
123598,M,Scotland,A Level or Equivalent,Y,0-34
123716,M,North Region,Lower Than A Level,N,0-34
123860,F,East Anglian Region,A Level or Equivalent,Y,35-54
123957,F,North Western Region,Lower Than A Level,N,0-34
124006,F,Scotland,A Level or Equivalent,Y,0-34
124018,M,South East Region,A Level or Equivalent,N,35-54
124064,F,South East Region,A Level or Equivalent,N,0-34
124124,F,Scotland,Lower Than A Level,N,0-34
124134,F,London Region,HE Qualification,Y,0-34
124193,M,East Anglian Region,HE Qualification,N,35-54
124210,F,North Western Region,A Level or Equivalent,N,0-34
124304,M,North Region,A Level or Equivalent,N,0-34
124379,F,Wales,A Level or Equivalent,N,0-34
124387,M,Scotland,Post Graduate Qualification,N,35-54
124711,M,London Region,Lower Than A Level,N,55<=
124728,F,North Western Region,A Level or Equivalent,Y,35-54
124847,F,North Western Region,Lower Than A Level,Y,35-54
124909,M,Yorkshire Region,Lower Than A Level,N,35-54
124944,M,North Western Region,HE Qualification,N,35-54
125018,M,South Region,HE Qualification,N,35-54
125055,F,East Midlands Region,A Level or Equivalent,Y,0-34
125063,M,London Region,Lower Than A Level,N,35-54
125407,F,East Anglian Region,Lower Than A Level,Y,0-34
125535,F,Scotland,A Level or Equivalent,N,35-54
125619,M,East Anglian Region,Lower Than A Level,Y,0-34
125677,M,East Anglian Region,A Level or Equivalent,N,35-54
125777,M,London Region,HE Qualification,N,35-54
125830,F,South West Region,HE Qualification,Y,35-54
125874,F,South East Region,Lower Than A Level,Y,35-54
125996,M,North Western Region,A Level or Equivalent,N,0-34
126074,M,West Midlands Region,Lower Than A Level,N,35-54
126088,M,London Region,HE Qualification,N,35-54
126322,F,Scotland,A Level or Equivalent,N,35-54
126337,M,West Midlands Region,Lower Than A Level,N,0-34
126394,M,Wales,A Level or Equivalent,N,0-34
126395,M,London Region,A Level or Equivalent,Y,0-34
126411,F,West Midlands Region,Lower Than A Level,Y,0-34
126450,M,North Western Region,A Level or Equivalent,N,0-34
126608,M,Wales,A Level or Equivalent,N,0-34
126713,F,London Region,A Level or Equivalent,N,0-34
126769,F,West Midlands Region,Lower Than A Level,N,0-34
126800,F,East Midlands Region,A Level or Equivalent,N,35-54
126812,F,East Midlands Region,A Level or Equivalent,N,0-34
126912,M,East Midlands Region,A Level or Equivalent,N,35-54
127179,M,South West Region,A Level or Equivalent,N,0-34
127209,F,Scotland,A Level or Equivalent,Y,0-34
127580,F,South Region,Lower Than A Level,N,0-34
127582,F,East Midlands Region,A Level or Equivalent,N,0-34
127642,F,Yorkshire Region,A Level or Equivalent,N,35-54
127988,M,Yorkshire Region,A Level or Equivalent,N,0-34
128072,M,Scotland,HE Qualification,N,0-34
128132,M,London Region,A Level or Equivalent,N,0-34
128142,M,South West Region,A Level or Equivalent,N,35-54
128348,M,West Midlands Region,A Level or Equivalent,N,0-34
128386,M,South Region,Lower Than A Level,N,35-54
128510,F,Scotland,Lower Than A Level,N,0-34
128656,F,North Region,A Level or Equivalent,N,0-34
128678,F,London Region,A Level or Equivalent,N,35-54
128723,F,West Midlands Region,Lower Than A Level,N,0-34
128776,F,Yorkshire Region,Lower Than A Level,N,35-54
128791,M,West Midlands Region,Lower Than A Level,N,35-54
128817,M,East Anglian Region,Lower Than A Level,N,35-54
128889,F,South Region,A Level or Equivalent,N,35-54
128929,F,North Region,A Level or Equivalent,N,0-34
128965,M,South West Region,A Level or Equivalent,N,55<=
128968,M,Yorkshire Region,A Level or Equivalent,N,35-54
128971,M,East Midlands Region,HE Qualification,N,0-34
129198,F,North Western Region,HE Qualification,Y,35-54
129212,F,South Region,Lower Than A Level,N,0-34
129638,F,London Region,Lower Than A Level,N,35-54
129878,M,East Midlands Region,Lower Than A Level,N,35-54
129907,M,East Anglian Region,HE Qualification,N,35-54
129955,M,West Midlands Region,A Level or Equivalent,N,0-34
129989,M,South West Region,A Level or Equivalent,N,0-34
130003,F,East Anglian Region,Lower Than A Level,N,0-34
130013,F,East Anglian Region,A Level or Equivalent,Y,0-34
130034,F,East Anglian Region,A Level or Equivalent,N,35-54
130403,F,London Region,Lower Than A Level,N,35-54
130409,M,South East Region,Lower Than A Level,Y,0-34
130467,M,West Midlands Region,A Level or Equivalent,N,0-34
130547,F,South Region,A Level or Equivalent,N,35-54
130636,M,South East Region,A Level or Equivalent,N,0-34
130658,M,South West Region,A Level or Equivalent,N,55<=
130671,F,West Midlands Region,Lower Than A Level,N,0-34
130837,M,Scotland,A Level or Equivalent,Y,0-34
130992,M,South Region,A Level or Equivalent,N,0-34
131051,F,Scotland,Lower Than A Level,N,0-34
131145,M,South West Region,A Level or Equivalent,N,0-34
131152,M,Yorkshire Region,A Level or Equivalent,N,0-34
131235,M,Yorkshire Region,Lower Than A Level,N,35-54
131272,M,Yorkshire Region,Lower Than A Level,N,0-34
131314,M,South Region,A Level or Equivalent,N,35-54
131390,M,East Anglian Region,A Level or Equivalent,N,35-54
